No,old_name,Solvent,CAS,dD,dP,dH,Tb,CHO
577,Diethylene Glycol Diethyl Ether,Diethylene glycol diethyl ether,112-36-7,15.8,5.9,5.6,,True
578,Diethylene Glycol Divinyl Ether,Diethylene glycol divinyl ether,764-99-8,16,7.3,7.9,,True
579,Diethylene Glycol Hexyl Ether,Diethylene glycol hexyl ether,112-59-4,16,6,10,,True
580,Diethylene Glycol Methyl t-Butyl Ether,Diethylene glycol methyl t-butyl ether,52788-79-1,16,7.2,7.2,,True
581,Diethylene Glycol Monobutyl Ether,Diethylene glycol monobutyl ether,112-34-5,16,7,10.6,,True
582,Diethylene Glycol Monoethyl Ether,Diethylene glycol monoethyl ether,111-90-0,16.1,9.2,12.2,,True
583,Diethylene Glycol Monoethyl Ether Acetate,Diethylene glycol monoethyl ether acetate,112-15-2,16.2,5.1,9.2,,True
584,Diethylene Glycol Monomethyl Ether,Diethylene glycol monomethyl ether,111-77-3,16.2,7.8,12.6,,True
585,Diethylene Glycol Monopropyl Ether,Diethylene glycol monopropyl ether,6881-94-3,16,7.2,11.3,,True
586,Diethylenetriamine,Diethylenetriamine,111-40-0,16.7,7.1,14.3,,False
587,Diethylhexyl Phthalate (Dioctyl Phthalate),"Diethylhexyl phthalate (Dioctyl phthalate)(DEHP,DOP)",117-81-7,16.6,7,3.1,385,True
588,Dihexyl Ether,Dihexyl ether,112-58-3,16,3,2.8,,True
589,Dihexyl Phthalate,Dihexyl phthalate(DHP),84-75-3,17,7.6,3.6,210,True
590,Dihydrogen Disulfide,Dihydrogen disulfide,13465-07-01,17.3,6.3,10.7,,False
591,Dihydropyran,Dihydropyran,110-87-2,17.5,5.5,5.7,,True
592,Diisobutyl Adipate,Diisobutyl adipate(DIBA),0141-04-08,16.7,2.5,6.2,293,True
593,Diisopropylamine,Diisopropylamine,108-18-9,14.8,1.7,3.5,,False
594,Diketene,Diketene,674-82-8,16.2,14.5,7.8,,True
595,Dimethoxymethane,Dimethoxymethane,109-87-5,15,1.8,8.6,,True
596,Dimethyl Isosorbide,Dimethyl isosorbide,5306-85-4,17.6,7.1,7.5,,True
597,Dimethyl 2-Methylglutarate,Dimethyl 2-methylglutarate,14035-94-0,16.6,8.7,5,,True
598,Dimethyl Acetylene,Dimethylacetylene,503-17-3,15.1,3.4,7.6,,False
599,Dimethyl Adipate,Dimethyl adipate(DMA),627-93-0,16.3,6.8,8.5,227,True
600,Dimethyl Amine,Dimethylamine,124-40-3,15.3,4.8,11.2,,False
601,Dimethyl Carbonate,Dimethyl carbonate,616-38-6,15.5,8.6,9.7,,True
602,Dimethyl Cellosolve,Dimethyl cellosolve,110-71-4,15.4,6,6,,True
603,Dimethyl Disulfide,Dimethyl disulfide,624-92-0,17.6,7.8,6.5,,False
604,Dimethyl Ethanolamine,Dimethyl ethanolamine,108-01-0,16.1,9.2,14,,True
605,Dimethyl Ether,Dimethyl ether,0115-10-06,15.2,6.1,5.7,,True
606,Dimethyl Formamide (DMF),Dimethylformamide (DMF),1968-12-02,17.4,13.7,11.3,,False
607,Dimethyl Glutarate,Dimethyl glutarate,1119-40-0,16.1,7.7,8.3,,True
608,Dimethyl Ketene,Dimethylketene,598-26-5,15.2,7.4,4.8,,True
609,Dimethyl Maleate,Dimethyl maleate,624-48-6,16.3,8.3,9.8,,True
610,Dimethyl Methyl Phosphonate,Dimethyl methylphosphonate,756-79-6,16.7,13.1,7.5,,False
611,Dimethyl Phthalate,Dimethyl phthalate(DMP),0131-11-03,18.6,10.8,4.9,284,True
612,Dimethyl Sebacate,Dimethyl sebacate(DMS),106-79-6,16.6,2.9,6.7,,True
613,Dimethyl Succinate,Dimethyl succinate,106-65-0,16.1,7.7,8.8,,True
614,Dimethyl Sulfate,Dimethyl sulfate,77-78-1,16.5,13,7,,False
615,Dimethyl Sulfide,Dimethyl sulfide,75-18-3,16.1,6.4,7.4,,False
616,Dimethyl Sulfone,Dimethyl sulfone,67-71-0,19,19.4,12.3,,False
617,Dimethyl Sulfoxide (DMSO),Dimethyl sulfoxide (DMSO),67-68-5,18.4,16.4,10.2,,False
618,Dioctyl Adipate,Dioctyl adipate(DOA),123-79-5,16.7,2,5.1,404.84,True
619,Dipentene (Dl-Limonene),Dipentene (dl-Limonene),138-86-3,17.2,1.8,4.3,176,True
620,Diphenyl Acetylene (0 Dipole Moment),Diphenylacetylene,501-65-5,18,2,3.2,,False
621,Diphenyl Acetylene (P By Group Cont.),Diphenylacetylene (P by group cont.),501-65-5,18,2,3.2,,False
622,Diphenyl Ether,Diphenyl ether,101-84-8,19.4,3.4,4,,True
623,Diphenyl Sulfone,Diphenyl sulfone,127-63-9,21.1,14.4,3.4,,False
624,Diphenylamine,Diphenylamine,122-39-4,20,3.3,5.9,,False
625,Diphenylmethane,Diphenylmethane,101-81-5,19.5,1,1,,False
626,Dipropyl Amine,Dipropylamine,142-84-7,15.3,1.4,4.1,,False
627,Dipropyl Ketone,Dipropyl ketone,123-19-3,15.8,7.6,4.9,,True
628,Dipropylene Glycol,Dipropylene glycol,2396-61-4,16.5,10.6,17.7,,True
629,Dipropylene Glycol Methyl Ether,Dipropylene glycol methyl ether,112-28-7,15.5,5.7,11.2,,True
630,Dipropylene Glycol Mono n-Butyl Ether,Dipropylene glycol mono n-butyl ether,29911-28-2,15.7,6.5,10,,True
631,Dipropylene Glycol Mono n-Propyl Ether,Dipropylene glycol mono n-propyl ether,29911-27-1,15.6,6.1,11,,True
632,Dipropylene Glycol Monomethyl Ether Acetate,Dipropylene glycol monomethyl ether acetate,88917-22-0,16.3,4.9,8,,True
633,Ditridecyl Phthalate,Ditridecyl phthalate(DTDP),0119-06-02,16.6,5.4,1.9,,True
634,Divinylsulfide,Divinyl sulfide,627-51-0,16.5,4.6,5.6,,False
635,Dodecane,Dodecane,112-40-3,16,0,0,,False
636,Dodecanol,Dodecanol,112-53-8,16,4,9.3,,True
637,Dopamine,Dopamine,51-61-6,18.2,10.3,19.5,,False
638,Ecstasy,Ecstasy,42542-10-9,18,5.1,6.1,,False
639,Eicosane,Eicosane,112-95-8,16.5,0,0,,False
640,Epichlorohydrin,Epichlorohydrin,106-89-8,17.5,7.6,7.6,,False
641,Epsilon-Caprolactam,ε-Caprolactam,105-60-2,19.4,13.8,3.9,,False
642,Ethane,Ethane,74-84-0,15.5,0,0,,False
643,Ethane (Liq. B.P.),Ethane (Liq. B.P.),74-84-0,15.6,0,0,,False
644,Ethanesulfonylchloride,Ethanesulfonyl chloride,594-44-5,17.7,14.9,6.8,,False
645,Ethanethiol (Ethyl Mercaptan),Ethanethiol,1975-08-01,15.7,6.5,7.1,,False
646,Ethanol,Ethanol,64-17-5,15.8,8.8,19.4,,True
647,Ethanolamine,Ethanolamine,141-43-5,17,15.5,21,,True
648,Ethoxyethyl Propionate,Ethoxyethyl propionate,14272-48-1,16.2,3.3,8.8,,True
649,Ethyl Acetate,Ethyl acetate,141-78-6,15.8,5.3,7.2,,True
650,Ethyl Aceto Acetate (Keto),Ethyl acetoacetate,141-97-9,16.5,7.3,8.3,,True
651,Ethyl Acetylene,Ethylacetylene,107-00-6,15.1,3.4,5,,False
652,Ethyl Acrylate,Ethyl acrylate,140-88-5,15.5,7.1,5.5,,True
653,Ethyl Amine,Ethylamine,1975-04-07,15,5.6,10.7,,False
654,Ethyl Amyl Ketone,Ethyl amyl ketone,106-68-3,16.2,4.5,4.1,,True
655,Ethyl Benzene,Ethylbenzene,100-41-4,17.8,0.6,1.4,,False
656,Ethyl Benzoate,Ethyl benzoate,93-89-0,17.9,6.2,6,,True
657,Ethyl Bromide,Ethyl bromide,74-96-4,16.5,8.4,2.3,,False
658,Ethyl Butyl Ether,Ethyl butyl ether,628-81-9,14.5,3.9,4.7,,True
659,Ethyl Butyl Ketone,Ethyl butyl ketone,106-35-4,16.2,5,4.1,,True
660,Ethyl Butyrate,Ethyl butyrate,105-54-4,15.5,5.6,5,,True
661,Ethyl Capronate,Ethyl caproate,123-66-0,15.5,3.2,5.9,,True
662,Ethyl Carbamate,Ethyl carbamate,51-79-6,16.8,10.1,13,,False
663,Ethyl Carbylamine,Ethyl carbylamine,624-79-3,15.6,15.2,5.8,,False
664,Ethyl Chloride,Ethyl chloride,75-00-3,15.7,6.1,2.9,,False
665,Ethyl Chloroformate,Ethyl chloroformate,541-41-3,16.4,11,8,,False
666,Ethyl Cinnamate,Ethyl cinnamate,103-36-6,18.4,8.2,4.1,,True
667,Ethyl Cyanoacetate,Ethyl cyanoacetate,105-56-6,16.7,7.9,8.3,,False
668,Ethyl Cyanoacrylate,Ethyl cyanoacrylate,7085-85-0,15.2,10.3,9,,False
669,Ethyl Ethynylether,Ethyl ethynyl ether,927-80-0,15.4,7.9,5.9,,True
670,Ethyl Fluoride,Ethyl fluoride,353-36-6,15.2,9.3,3,,False
671,Ethyl Formate,Ethyl formate,109-94-4,15.5,8.4,8.4,,True
672,Ethyl Hypochlorite,Ethyl hypochlorite,624-85-1,15.7,8.6,6.5,,False
673,Ethyl Iodide,Ethyl iodide,1975-03-06,17.5,7,6,,False
674,Ethyl Isocyanate,Ethyl isocyanate,109-90-0,15.4,12,2.5,,False
675,Ethyl Isopropenyl Ether,Ethyl isopropenyl ether,926-66-9,14.8,3.5,5.1,,True
676,Ethyl Isothiocyanate,Ethyl isothiocyanate,542-85-8,17.2,14.7,9,,False
677,Ethyl Lactate,Ethyl lactate,97-64-3,16,7.6,12.5,,True
678,Ethyl Methacrylate,Ethyl methacrylate,97-63-2,15.8,7.2,7.5,,True
679,Ethyl Methyl Sulfide,Ethyl methyl sulfide,624-89-5,17.1,4.8,2.5,,False
680,Ethyl Oleate,Ethyl oleate,111-62-6,16.2,3.2,4,,True
681,Ethyl Propionate,Ethyl propionate,105-37-3,15.5,6.1,4.9,,True
682,Ethyl Thiocyanate,Ethyl thiocyanate,542-90-5,15.4,13.4,5.4,,False
683,Ethyl Vinylether,Ethyl vinyl ether,109-92-2,14.9,4.9,5.6,,True
684,Ethyl Vinylketone,Ethyl vinyl ketone,1629-58-9,15.8,11.3,4.5,,True
685,Ethyl-1-Propynylether,Ethyl-1-propynyl ether,14273-06-04,15.9,6.4,5.4,,True
686,Ethylene,Ethylene,74-85-1,15,2,3.8,,False
687,Ethylene Carbonate,Ethylene carbonate,96-49-1,18,21.7,5.1,,True
688,Ethylene Chlorohydrin,Ethylene chlorohydrin,0107-07-03,16.9,8.8,17.2,,False
689,Ethylene Cyanohydrin,Ethylene cyanohydrin,109-78-4,17.2,18.8,17.6,,False
690,Ethylene Dibromide,Ethylene dibromide,106-93-4,19.2,3.5,8.6,,False
691,Ethylene Dichloride,Ethylene dichloride,0107-06-02,18,7.4,4.1,,False
692,Ethylene Dinitrate,Ethylene dinitrate,628-96-6,16.2,18,6,,False
693,Ethylene Glycol,Ethylene glycol,107-21-1,17,11,26,,True
694,Ethylene Glycol Butyl Ether Acetate,Ethylene glycol butyl ether acetate,0112-07-02,15.3,7.5,6.8,,True
695,Ethylene Glycol Butyl Ethyl Ether,Ethylene glycol butyl ethyl ether,4413-13-2,15.3,4.9,4.6,,True
696,Ethylene Glycol Butyl Methyl Ether,Ethylene glycol butyl methyl ether,13343-98-1,15.5,5.2,4.9,,True
697,Ethylene Glycol Di-t-Butyl Ether,Ethylene glycol di-t-butyl ether,26547-47-7,14.7,4.1,8.2,,True
698,Ethylene Glycol Diacetate,Ethylene glycol diacetate,111-55-7,16.2,4.7,9.8,,True
699,Ethylene Glycol Dibutyl Ether,Ethylene glycol dibutyl ether,112-48-1,15.7,4.5,4.2,,True
700,Ethylene Glycol Diethyl Ether,Ethylene glycol diethyl ether,629-14-1,15.4,5.4,5.2,,True
701,Ethylene Glycol Dimethyl Ether,Ethylene glycol dimethyl ether,110-71-4,15.4,6.3,6,,True
702,Ethylene Glycol Methyl t-Butyl Ether,Ethylene glycol methyl t-butyl ether,66728-50-5,15.3,5.1,8.2,,True
703,Ethylene Glycol Mono 2-Ethyl Hexyl Ether,Ethylene glycol mono 2-ethylhexyl ether,1559-35-9,16,4.1,10.5,,True
704,Ethylene Glycol Mono Benzyl Ether,Ethylene glycol mono benzyl ether,0622-08-02,17.8,5.9,12.2,,True
705,Ethylene Glycol Mono Ethyl Ether Acrylate,Ethylene glycol monoethyl ether acrylate,106-74-1,15.9,5.1,9.3,,True
706,Ethylene Glycol Mono n-Hexyl Ether,Ethylene glycol mono n-hexyl ether,112-25-4,16,5,11.4,,True
707,Ethylene Glycol Mono n-Propyl Ether,Ethylene glycol mono n-propyl ether,2807-30-9,16.1,8.7,13.5,,True
708,Ethylene Glycol Mono t-Butyl Ether,Ethylene glycol mono t-butyl ether,7580-85-0,15.3,6.1,10.8,,True
709,Ethylene Glycol Monobutyl Ether,Ethylene glycol monobutyl ether,111-76-2,16,5.1,12.3,,True
710,Ethylene Glycol Monoethyl Ether,Ethylene glycol monoethyl ether,110-80-5,15.9,7.2,14,,True
711,Ethylene Glycol Monoethyl Ether Acetate,Ethylene glycol monoethyl ether acetate,111-15-9,15.9,4.7,10.6,,True
712,Ethylene Glycol Monoisobutyl Ether,Ethylene glycol monoisobutyl ether,4439-24-1,15.2,4.9,9.6,,True
713,Ethylene Glycol Monoisopropyl Ether,Ethylene glycol monoisopropyl ether,109-59-1,16,8.2,13.1,,True
714,Ethylene Glycol Monomethyl Ether,Ethylene glycol monomethyl ether,109-86-4,16,8.2,15,,True
715,Ethylene Glycol Monomethyl Ether Acetate,Ethylene glycol monomethyl ether acetate,110-49-6,15.9,5.5,11.6,,True
716,Ethylene Glycol Sulfite,Ethylene glycol sulfite,3741-38-6,20,15.9,5.1,,False
717,Ethylene Methyl Sulfonate,Ethylene methyl sulfonate,4672-49-5,16.9,9.3,9.6,,False
718,Ethylene Oxide,Ethylene oxide,75-21-8,15.6,10,11,,True
719,Ethylene Sulfide,Ethylene sulfide,0420-12-02,19.3,9,6.5,,False
720,Ethylenediamine,Ethylenediamine,107-15-3,16.6,8.8,17,,False
721,Ethyleneimine,Ethyleneimine,151-56-4,17.7,11,9.8,,False
722,Ethylidene Acetone,Ethylidene acetone,625-33-2,16.2,12.1,4.5,,True
723,Ethynyl Methyl Ether,Ethynyl methyl ether,6443-91-0,15.8,8.1,6.5,,True
724,Ethynyl Propyl Ether,Ethynyl propyl ether,42842-08-0,15.4,3.8,5.4,,True
725,Eugenol,Eugenol,97-53-0,19,7.5,13,,True
726,Fenchene(A),Fenchene,471-84-1,16.9,1.5,3.1,,True
727,Ferulic Acid,Ferulic acid,1135-24-6,19,6.6,15.1,,True
728,Fluorene,Fluorene,86-73-7,21.3,1.7,1.7,,False
729,Fluorobenzene,Fluorobenzene,0462-06-06,18.1,6.1,2,,False
730,Fluoroethylene,Fluoroethylene,1975-02-05,15.2,7,1,,False
731,Fluoromethane,Fluoromethane,593-53-3,13.4,10.6,9.5,,False
732,Fluoroprene,Fluoroprene,381-61-3,14.2,5.8,1,,False
733,Formaldehyde,Formaldehyde,50-00-0,12.8,14.4,15.4,,True
734,Formamide,Formamide,1975-12-07,17.2,26.2,19,,False
735,Formic Acid,Formic acid,64-18-6,14.6,10,14,,True
736,Formyl Fluoride,Formyl fluoride,1493-02-03,15,10.1,8.6,,False
737,Fumaronitrile,Fumaronitrile,764-42-1,16.7,13.6,7.8,,False
738,Furan,Furan,110-00-9,17,1.8,5.3,,True
739,Furfural,Furfural,1998-01-01,18.6,14.9,5.1,,True
740,Furfuryl Alcohol,Furfuryl alcohol,98-00-0,17.4,7.6,15.1,,True
741,Glycerol,Glycerol,56-81-5,17.4,11.3,27.2,,True
742,Glycerol Carbonate,Glycerol carbonate,931-40-8,17.9,25.5,17.4,,True
743,Glycerol Carbonate Acetate,Glycerol carbonate acetate,1607-31-4,17.1,14.7,9.2,,True
744,Glycerol Carbonate Ethyl Ether,Glycerol carbonate ethyl ether,307949-19-5,16.8,18.5,8.7,,True
745,Glycerol Diacetate,Glycerol diacetate,,16.4,8.9,14.2,,True
746,Glycerol Formal,Glycerol formal,4740-78-7 5464-28-8,18.4,10.6,16.5,,True
747,Glycerol Triacetate,Glycerol triacetate,102-76-1,16.5,4.5,9.1,,True
748,Glycerol Tributyrate,Glycerol tributyrate,1960-01-05,16.3,2.5,7,,True
749,Glycerol Trioleate,Glycerol trioleate,122-32-7,16,3.8,3.2,,True
750,Glycidol,Glycidol,556-52-5,18.2,9,17.9,,True
751,Glycidyl Methacrylate,Glycidyl methacrylate,106-91-2,16.3,8.5,5.7,,True
752,Glyoxal (Ethandial),Glyoxal,107-22-2,15,17,13.3,,True
753,HCFC 134a,HCFC 134a,811-97-2,16.1,4,0,,False
754,HCFC 141b,HCFC 141b,1717-00-6,15.7,4,1,,False
755,HCFC 225ca,HCFC 225ca,422-56-0,14.9,3.5,1,,False
756,HCFC 225cb,HCFC 225cb,507-55-1,13.1,2.9,1,,False
757,HCFC 253eb,HCFC 253eb,460-35-5,14.6,7.3,1,,False
758,HCFC-225ca:cb (45:55),HCFC-225ca:cb (45:55),,14.1,3.2,1,,False
759,HCFC123,HCFC 123,306-83-2,15,5.4,1,,False
760,Heptane,Heptane,142-82-5,15.3,0,0,,False
761,Hexachloroacetone,Hexachloroacetone,116-16-5,18.3,3,3,,False
762,Hexachlorobenzene,Hexachlorobenzene,118-74-1,20.3,2.1,0,,False
763,Hexachloroethane,Hexachloroethane,67-72-1,18.6,2,0,,False
764,Hexadecane,Hexadecane,544-76-3,16.3,0,0,,False
765,Hexafluoro Isopropanol,Hexafluoroisopropanol,920-66-1,17.2,4.5,14.7,,False
766,"Hexafluoro-1,3-Butadiene","Hexafluoro-1,3-butadiene",685-63-2,13.8,0,0,,False
767,Hexafluorobenzene,Hexafluorobenzene,392-56-3,16,0,0,,False
768,Hexafluorohexanol,Hexafluorohexanol,,15.1,4.4,9.9,,False
769,Hexamethyl Benzene,Hexamethylbenzene,87-85-4,19.2,1.6,0,,False
770,Hexamethylenetetramine,Hexamethylenetetramine,100-97-0,19.4,7,16,,False
771,Hexamethylphosphoramide,Hexamethylphosphoramide,680-31-9,18.5,11.6,8.7,,False
772,Hexanal,Hexanal,66-25-1,15.8,8.4,5.3,,True
773,Hexane,Hexane,110-54-3,14.9,0,0,,False
774,"Hexane 1,6 Diol","1,6-Hexanediol",0629-11-08,15.7,8.4,17.8,,True
775,Hexanoic Acid,Hexanoic acid,142-62-1,16.3,4.2,11.5,,True
776,Hexyl Acetate,Hexyl acetate,142-92-7,15.8,2.9,5.9,,True
777,Hexylene Glycol Diacetate,Hexylene glycol diacetate,6222-17-9,15.3,4.5,7.2,,True
778,HFC 245fa,HFC 245fa,460-73-1,15.4,3,0,,False
779,HFC 338pcc,HFC 338pcc,377-36-6,13.7,0,0,,False
780,HFC-365mfc,HFC-365mfc,406-58-6,16.4,0,0,,False
781,HFC-43-10mee,HFC-43-10mee,138495-42-8,11.6,0,0,,False
782,HFE 7000,HFE 7000,0375-03-01,13,4.2,1,,False
783,HFE 7100,HFE 7100,32630-07-06,13.7,2.2,1,,False
784,HFE 7500,HFE 7500,297730-93-9,13.3,2,1,,False
785,HFE 8200,HFE 8200,,13,4,1,,False
786,Hydrazine,Hydrazine,0302-01-02,14.2,8.3,8.9,,False
787,Hydrogen Cyanide,Hydrogen cyanide,74-90-8,12.3,17.6,9,,False
788,Hydrogen Peroxide,Hydrogen peroxide,7722-84-1,15.5,12.2,42.7,,True
789,Hydrogen Sulfide,Hydrogen sulfide,7783-06-04,17.9,6,10.2,,False
790,Hydroxyethyl Acrylate,Hydroxyethyl acrylate,818-61-1,16,13.2,13.4,,True
791,Indene,Indene,95-13-6,18.7,2.6,9,,False
792,Indole,Indole,120-72-9,20.5,7.5,6.5,,False
793,Iodobenzene,Iodobenzene,591-50-4,19.9,5.6,6.1,,False
794,Iodoform,Iodoform,75-47-8,20.2,3.6,10.6,,False
795,Iodoprene,Iodoprene,19221-28-4,17.2,2.5,6.2,,False
796,Isoamyl Acetate,Isoamyl acetate,123-92-2,15.3,3.1,7,,True
797,Isoamyl Alcohol (3-Methyl-1-Butanol),Isoamyl alcohol,123-51-3,15.8,5.2,13.3,,True
798,Isoamyl Propionate,Isoamyl propionate,105-68-0,15.7,5.2,5.6,,True
799,Isobutyl Acetate,Isobutyl acetate,110-19-0,15.1,3.7,6.3,,True
800,Isobutyl Acrylate,Isobutyl acrylate,106-63-8,15.5,6.2,5,,True
801,Isobutyl Alcohol,Isobutyl alcohol,78-83-1,15.1,5.7,15.9,,True
802,Isobutyl Formate,Isobutyl formate,542-55-2,15.5,6.5,6.7,,True
803,Isobutyl Isobutyrate,Isobutyl isobutyrate,97-85-8,15.1,2.8,5.8,,True
804,Isobutyl Sulfoxide,Isobutyl sulfoxide,3085-40-3,16.3,10.5,6.1,,False
805,Isobutylene,Isobutylene,0115-11-07,14.5,2,1.5,,False
806,Isobutyleneoxide,Isobutylene oxide,558-30-5,16.1,4.8,5.8,,True
807,Isobutyric Acid,Isobutyric acid,79-31-2,15.7,5.4,10.5,,True
808,Isocyanic Acid,Isocyanic acid,75-13-8,15.8,10.5,13.6,,False
809,Isooctyl Alcohol,Isooctyl alcohol,26952-21-6,14.4,7.3,12.9,,True
810,Isopentane,Isopentane,78-78-4,13.8,0,0,,False
811,Isophorone,Isophorone,78-59-1,17,8,5,,True
812,"Isoprene (2-Methyl-1,3-Butadiene)",Isoprene,78-79-5,14.7,1.4,4.1,,False
813,Isopropyl Acetate,Isopropyl acetate,108-21-4,14.9,4.5,8.2,,True
814,Isopropyl Amine (2-Propan Amine),Isopropylamine,75-31-0,14.8,4.4,6.6,,False
815,Isopropyl Benzene (Cumene),Isopropylbenzene (Cumene),98-82-8,18.1,1.2,1.2,,False
816,Isopropyl Chloride (2-Chloro Propane),Isopropyl chloride,75-29-6,15,8,2,,False
817,Isopropyl Ether,Isopropyl ether,108-20-3,15.1,3.2,3.2,,True
818,Isopropyl Palmitate,Isopropyl palmitate,142-91-6,16.2,3.9,3.7,,True
819,Isovaleraldehyde,Isovaleraldehyde,590-86-3,14.7,9.5,5,,True
820,Isovaleric Acid,Isovaleric acid,503-74-2,16.4,4.1,10.7,,True
821,Isoxazole,Isoxazole,288-14-2,18.8,13.4,11.2,,False
822,Ketene,Ketene,463-51-4,15.4,7.3,5.8,,True
823,l-Dopa,L-DOPA,59-92-7,18,8.2,20.3,,False
824,l-Menthol,l-Menthol,2216-51-5,16,4.7,9,,True
825,l-Menthone,l-Menthone,10458-14-7,17,8.1,4.4,,True
826,l-Menthyl Acetate,l-Menthyl acetate,2623-23-6,16.8,4.7,4.9,,True
827,l-Tyrosine,L-Tyrosine,60-18-4,17.5,6.9,17.2,,False
828,Lactic Acid (dl),Lactic acid,50-21-5,17,8.3,28.4,,True
829,Lauryl Methacrylate,Lauryl methacrylate,142-90-5,14.4,2.2,5.1,,True
830,m-Chloroaniline,m-Chloroaniline,108-42-9,20.2,7.3,9.8,,False
831,m-Cresol,m-Cresol,108-39-4,18.5,6.5,13.7,,True
832,m-Dichlorobenzene,m-Dichlorobenzene,541-73-1,19.2,5.1,2.7,,False
833,Maleic Anhydride,Maleic anhydride,108-31-6,19.5,13.3,11.9,,True
834,Malononitrile,Malononitrile,109-77-3,17,18.4,6.7,,False
835,Meclofenoxate,Meclofenoxate,51-68-3,16,6.2,9,,False
836,Menthofuran,Menthofuran,494-90-6,17.2,4.6,5.6,,True
837,Mesityl Oxide,Mesityl oxide,141-79-7,16.4,7.2,5,,True
838,Mesitylene,Mesitylene,108-67-8,18,0.6,0.6,,False
839,Methacrylaldehyde,Methacrylaldehyde,78-85-3,15,10.3,7.1,,True
840,Methacrylamide,Methacrylamide,79-39-0,15.8,11,11.6,,False
841,Methacrylic Acid,Methacrylic acid,79-41-4,15.8,2.8,12,,True
842,Methacrylonitrile,Methacrylonitrile,126-98-7,15.8,9.5,5.4,,False
843,Methane (Liquid B.P.),Methane (Liquid B.P.),74-82-8,14,0,0,,False
844,Methanol,Methanol,67-56-1,14.7,12.3,22.3,,True
845,Methanol Cluster,Methanol cluster,67-56-1,14.7,5,10,,True
846,Methoxy Methanol,Methoxymethanol,4461-52-3,16,9,18.5,,True
847,Methoxyhexanone (Pentoxone),Methoxyhexanone (Pentoxone),107-70-0,15.3,6,5.9,,True
848,Methyl 1-Propenyl Ether,Methyl 1-propenyl ether,7319-16-6,15,4.3,5.7,,True
849,Methyl Acetate,Methyl acetate,79-20-9,15.5,7.2,7.6,,True
850,Methyl Aceto Acetate,Methyl acetoacetate,105-45-3,16.4,8.6,8.9,,True
851,Methyl Acetylene,Methylacetylene,74-99-7,15.1,3.8,9.2,,False
852,Methyl Acrylate,Methyl acrylate,96-33-3,15.3,6.7,9.4,,True
853,Methyl Allyl Cyanide,Methyl allyl cyanide,16529-56-9,16.4,11.3,5.1,,False
854,Methyl Amine,Methylamine,74-89-5,14.4,7,16,,False
855,Methyl Amyl Acetate,Methyl amyl acetate,108-84-9,15.2,3.1,6.8,,True
856,Methyl Benzoate,Methyl benzoate,93-58-3,18.9,8.2,4.7,,True
857,Methyl Bromide,Methyl bromide,74-83-9,17,8.8,2.6,,False
858,Methyl Butyl Ketone,Methyl butyl ketone,591-78-6,15.3,6.1,4.1,,True
859,Methyl Chloride,Methyl chloride,74-87-3,15.3,9.9,3.9,,False
860,Methyl Chloroformate,Methyl chloroformate,79-22-1,16.3,9.5,8.5,,False
861,Methyl Cyanoacetate,Methyl cyanoacetate,105-34-0,16.9,14.9,9.9,,False
862,Methyl Cyclohexane,Methylcyclohexane,108-87-2,16,0,1,,False
863,Methyl Cyclopentane,Methylcyclopentane,96-37-7,16,0,1,,False
864,Methyl Ethyl Ether,Methyl ethyl ether,540-67-0,14,4.7,6,,True
865,Methyl Ethyl Ketone (MEK),Methyl ethyl ketone (MEK),78-93-3,16,9,5.1,,True
866,Methyl Ethyl Ketoxime,Methyl ethyl ketoxime,96-29-7,14.7,4.9,7.8,,True
867,Methyl Formate,Methyl formate,107-31-3,15.3,8.4,10.2,,True
868,Methyl Furoate,Methyl furoate,611-13-2,17.4,6.9,9.7,,True
869,Methyl Glyoxal,Methyl glyoxal,78-98-8,15.5,16.1,9.7,,True
870,Methyl Hydrazine,Methylhydrazine,60-34-4,16.2,8.7,14.8,,False
871,Methyl Hydroperoxide,Methyl hydroperoxide,3031-73-0,15,15,30,,True
872,Methyl Iodide,Methyl iodide,74-88-4,17.5,7.7,5.3,,False
873,Methyl Isoamyl Ketone,Methyl isoamyl ketone,0110-12-03,16,5.7,4.1,,True
874,Methyl Isobutyl Carbinol,Methyl isobutyl carbinol,0108-11-02,15.4,3.3,12.3,,True
875,Methyl Isobutyl Ketone (MIBK),Methyl isobutyl ketone (MIBK),0108-10-01,15.3,6.1,4.1,,True
876,Methyl Isocyanate,Methyl isocyanate,624-83-9,15.6,11.5,2.5,,False
877,Methyl Isopropenyl Ketone,Methyl isopropenyl ketone,814-78-8,15.9,12.1,4.5,,True
878,Methyl Isothiocyanate,Methyl isothiocyanate,556-61-6,17.3,16.2,10.1,,False
879,Methyl Mercaptan,Methyl mercaptan,74-93-1,16.6,7.7,8.6,,False
880,Methyl Methacrylate,Methyl methacrylate,80-62-6,15.8,6.5,5.4,,True
881,Methyl n-Amyl Ketone,Methyl n-amyl ketone,110-43-0,16.2,5.7,4.1,,True
882,Methyl n-Propyl Ketone,Methyl n-propyl ketone,107-87-9,16,7.6,4.7,,True
883,Methyl Nitrate,Methyl nitrate,598-58-3,15.8,14,4.8,,False
884,Methyl Oleate,Methyl oleate,112-62-9,16.2,3.8,4.5,,True
885,Methyl Phenyl Sulfide,Methyl phenyl sulfide,100-68-5,19.6,4.8,4.7,,False
886,Methyl Phenyl Sulfone (Uncertain),Methyl phenyl sulfone,3112-85-4,20,16.9,7.8,,False
